성취기준코드,학년군,교과,영역,성취기준,성취수준A,성취수준B,성취수준C,탐구 활동,원문쪽
[2바02-02],초등 1~2학년군,바른 생활,우리는 어디서 살아갈까,우리나라의 소중함을 알고 사랑하는 마음을 기른다.,"우리나라 상징과 문화에 대하여 이해하고 나라에 대한 긍지를 가지며, 나라를 위해 애쓰신 분들에게 감사하는 마음을 적극적으로 표현하고, 나라를 사랑하는 마음을 갖는다.","우리나라의 상징과 문화에 대하여 이해하고 존중하며, 나라를 위해 애쓰신 분들에게 감사하는 마음을 표현하고, 나라를 사랑하는 마음을 갖는다.","우리나라의 상징과 문화에 대하여 알고, 나라를 위해 애쓰신 분들의 사례를 이해하며, 나라의 소중함을 느낀다.",,58
[2바02-03],초등 1~2학년군,바른 생활,우리는 어디서 살아갈까,차이나 다양성을 서로 존중하면서 생활한다.,"다른 나라의 언어, 의상, 음식 및 놀이 등 다양한 문화에 대하여 호기심을 가지고 조사하며, 서로 다른 문화를 이해하고 차이를 존중하며 공감하는 태도를 갖는다.","다른 나라의 언어, 의상, 음식 및 놀이의 종류를 조사하고, 서로 다른 문화를 존중하고 공감하는 태도를 갖는다.",다른 문화에 대하여 알아보고 서로 다름을 존중하려는 태도를 기르기 위해 노력한다.,,58
[2바02-04],초등 1~2학년군,바른 생활,우리는 어디서 살아갈까,새로운 활동에 호기심을 갖고 도전한다.,"여러 디지털 도구와 매체의 효과적인 활용법을 익혀 우리 주변의 다양한 공간을 탐구하며, 새로운 일에 호기심을 갖고 적극적으로 도전한다.","디지털 도구와 매체의 사용법을 익혀 우리 주변의 다양한 공간에 대하여 알아보며, 새로운 일에 관심을 갖고 도전한다.","디지털 도구와 매체의 사용법을 알기 위해 노력하며 우리 주변의 공간을 살피고, 새로운 일에 관심을 가진다.",,58
[2바03-01],초등 1~2학년군,바른 생활,우리는 지금 어떻게 살아갈까,하루의 가치를 느끼며 지금을 소중히 여긴다.,"생활 습관의 의미와 중요성을 알고, 올바른 하루 생활 습관 계획을 수립하여 실천하며, 자신의 생활을 스스로 관리해 하루를 소중히 여긴다.","생활 습관의 의미와 중요성을 알고, 하루 생활 습관 계획을 수립해 실천한다.","생활 습관의 의미를 알고, 지금을 소중히 여기는 마음가짐을 갖는다.",,59
[2바03-02],초등 1~2학년군,바른 생활,우리는 지금 어떻게 살아갈까,계절의 변화에 대응하며 생활한다.,"계절의 특징과 관련지어 계절에 알맞은 생활 모습을 파악하며, 계절에 따른 생활 모습의 변화가 중요한 이유를 발견해 이를 일상생활에 적용하며 계절 변화에 대응한다.",계절에 따라 알맞은 생활 모습이 달라지는 이유를 알고 중요성을 파악해 일상생활에서 실천한다.,계절에 따라 알맞은 생활 모습의 차이를 구분하며 일상생활에서 계절의 변화에 관심을 갖는다.,,59
[2바03-03],초등 1~2학년군,바른 생활,우리는 지금 어떻게 살아갈까,여러 인물의 삶을 통해 공동체성을 기른다.,"함께 사는 삶을 위해 노력한 인물을 조사해 훌륭한 점을 살펴보며, 공동체를 위해 우리가 할 수 있는 일을 구체적으로 찾아 실천한다.",함께 사는 삶을 위해 노력한 인물에 대해 알아보고 공동체를 위해 우리가 할 수 있는 일을 실천한다.,함께 사는 삶을 위해 노력한 인물을 알고 공동체를 위해 우리가 할 수 있는 일을 실천하려고 노력한다.,,59
[2바03-04],초등 1~2학년군,바른 생활,우리는 지금 어떻게 살아갈까,공동체 속에서 지속가능성을 위한 삶의 방식을 찾아 실천한다.,"자원 절약 등 공동체 생활에 필요한 생활 태도의 중요성을 이해하고, 지속가능성을 위한 삶의 방식을 탐색하여 생활 속에서 실천한다.","자원 절약 등 공동체 속의 생활 태도를 알고, 지속가능성을 위한 생활 방식을 찾아 실천한다.","자원 절약 등 공동체 속의 생활 태도를 구별하고, 생활 속에서 실천하고자 노력한다.",,59
[2바04-01],초등 1~2학년군,바른 생활,우리는 무엇을 하며 살아갈까,모두를 위한 생활환경을 만드는 데 참여한다.,"생활에서 불편함을 겪는 사람들의 사례를 통해 당사자들의 어려움을 발견하고 공감하며, 개선하기 위한 방법을 탐색하고 실천한다.","생활에서 불편함을 겪는 사람들의 사례를 통해 당사자들의 어려움에 관심을 가지고, 개선 방법을 찾아 실천한다.","생활에서 불편함을 겪는 사람들이 있다는 것을 알고, 당사자들의 어려움에 대해 관심을 가진다.",,60
[2바04-02],초등 1~2학년군,바른 생활,우리는 무엇을 하며 살아갈까,다양한 생각이나 의견에 대해 개방적인 태도를 형성한다.,"개방적인 태도로 소통해야 하는 이유와 방법, 필요한 상황을 정확하게 이해하고, 상대를 존중하며 소통한다.",개방적인 태도로 소통해야 하는 이유와 방법을 알고 상대와 소통한다.,"나와 상대의 의견이 다를 수 있음을 알고, 다른 사람의 생각이나 의견을 경청하려고 노력한다.",,60
[2바04-03],초등 1~2학년군,바른 생활,우리는 무엇을 하며 살아갈까,여럿이 하는 활동에 관심을 갖고 자발적으로 협력한다.,"다른 사람과 협력하는 삶의 의미와 협력하며 살아가야 하는 까닭을 이해하고, 여럿이 함께 하는 활동에 관심을 가지며 자발적으로 협력한다.","다른 사람과 협력하며 살아가야 하는 까닭을 이해하고, 여럿이 함께 하는 활동에 협력한다.","다른 사람과 협력하며 살아가는 삶의 필요성을 알고, 여럿이 함께 하는 활동에서 협력하려고 노력한다.",,60
[2바04-04],초등 1~2학년군,바른 생활,우리는 무엇을 하며 살아갈까,지금까지의 생활 습관과 학습 습관을 되돌아본다.,올바른 생활 습관과 학습 습관이 무엇인지 알아보고 자신의 습관을 스스로 점검한 후 더 나아지기 위한 계획을 세운다.,올바른 생활 습관과 학습 습관이 무엇인지 알고 자신의 습관을 점검하여 되돌아보고 반성한다.,올바른 생활 습관과 학습 습관이 무엇인지 관심을 갖고 자신의 습관과 관련지어 생각한다.,,60
[2슬01-01],초등 1~2학년군,슬기로운 생활,우리는 누구로 살아갈까?,학교 안팎의 모습과 생활을 탐색하며 안전한 학교 생활을 한다.,"학교 안팎의 다양한 시설의 이름과 모습을 파악하고, 학교 안팎에서의 생활 모습을 탐색하며, 안전 수칙을 익혀 안전하게 생활한다.","학교 안팎의 주요 시설을 알고, 학교 안팎에서의 생활 모습을 관찰하며, 안전하게 생활하는 태도를 기른다.","학교 안팎의 주요 시설을 둘러보고, 학교 안팎에서의 생활 모습을 살펴보며, 안전하게 생활하고자 노력한다.",,70
[2슬01-02],초등 1~2학년군,슬기로운 생활,우리는 누구로 살아갈까?,나를 탐색하여 나에 대해 설명한다.,내가 무엇을 잘하고 무엇을 좋아하는지 알아보는 탐색 활동에 적극 참여하여 나’에 대해 알게 된 내용을 다른 사람에게 구체적으로 설명한다.,내가 무엇을 잘하고 무엇을 좋아하는지 알아보는 탐색 활동에 참여하며 나’에 대해 알게 된 내용을 말한다.,"내가 잘하거나 좋아하는 것은 무엇인지 탐색하며, 나’에 대해 관심을 가진다.",,70
[2슬01-03],초등 1~2학년군,슬기로운 생활,우리는 누구로 살아갈까?,가족이나 주변 사람에게 관심을 갖고 함께 살아가는 모습을 탐구한다.,"가족, 친구, 선생님, 이웃 등 나를 둘러싼 주변 사람들에 관심을 가지며 그 관계에 대해 이해하고, 이들이 함께 살아가는 모습을 적극적으로 탐구한다.","나의 가족이나 친구 등 주변 사람들을 알고 관심을 가지며, 이들이 함께 살아가는 모습을 조사한다.","나의 가족이나 친구들에게 관심을 가지고, 이들이 살아가는 모습을 살펴본다.",,70
[2슬01-04],초등 1~2학년군,슬기로운 생활,우리는 누구로 살아갈까?,"사람과 자연, 동식물이 어우러져 사는 생태를 탐구한다.","인간은 동식물과 함께하는 자연 생태의 일부임을 알고, 사람과 자연, 동식물이 어우러져 사는 생태에 대해 호기심을 갖고 탐구한다.","인간은 동식물과 함께 자연 속에서 살아감을 알고, 사람과 자연, 동식물이 어우러져 사는 생태의 모습을 조사한다.","인간은 자연 속에서 살아감을 알고, 주변의 동식물을 살펴본다.",,70
[2슬02-01],초등 1~2학년군,슬기로운 생활,우리는 어디서 살아갈까,우리가 살고 있는 마을과 사람들이 생활하는 모습을 살펴본다.,"우리가 사는 마을의 모습과 마을 사람들이 하는 일을 적극적으로 살펴 사람들의 생활 모습을 파악하며, 마을에서 안전한 장소와 도움을 청할 수 있는 장소를 확인하여 소개한다.","우리가 사는 마을의 모습과 사람들의 생활 모습을 살펴보고 사람들이 하는 일을 파악하며, 마을에서 안전한 장소와 도움을 청할 수 있는 곳을 찾아본다.","우리가 사는 마을의 모습과 마을 사람들이 하는 일을 살펴보고, 마을의 안전을 지켜주는 곳과 도움을 청할 수 있는 곳에 관심을 갖는다.",,71
[2슬02-02],초등 1~2학년군,슬기로운 생활,우리는 어디서 살아갈까,우리나라의 모습이나 문화를 조사한다.,"우리나라의 모습과 상징 및 특징, 문화에 대해 조사하여 그 내용을 이해하고, 나라를 사랑하는 마음을 갖는다.","우리나라의 문화에 대해 조사하여 그 내용을 이해하고, 우리나라의 소중함을 깨닫는다.","우리나라의 모습과 상징을 조사하여 주요 내용을 이해하고, 우리나라에 관심을 갖는다.",,71
[2슬02-03],초등 1~2학년군,슬기로운 생활,우리는 어디서 살아갈까,알고 싶은 나라를 탐구하며 다른 나라에 관심을 갖는다.,"알고 싶은 나라를 선택하여 다양한 방법으로 탐구하며, 나라마다 가진 문화의 차이를 이해하고 존중하는 태도를 갖는다.","알고 싶은 나라에 대해 탐구하고, 그 나라의 문화를 존중하는 태도를 갖는다.","알고 싶은 나라를 떠올리고 그 나라에 대해 조사하며, 다른 나라에 관심을 갖는 태도를 기른다.",,71
[2슬02-04],초등 1~2학년군,슬기로운 생활,우리는 어디서 살아갈까,궁금한 세계를 다양한 매체로 탐색한다.,"우주, 바닷속, 땅속, 가상 공간 등 궁금한 세계에 대해 흥미를 가지고 다양한 매체를 활용하여 탐색하며, 새로운 것에 호기심을 갖고 탐구하는 태도를 가진다.","우주, 바닷속, 땅속, 가상 공간 등 궁금한 세계에 흥미를 가지고 매체를 활용하여 탐색하며, 새로운 것에 호기심을 가진다.","우주, 바닷속, 땅속, 가상 공간 등 궁금한 세계에 대해 상상하고, 매체를 활용하여 관련 내용을 확인하려는 태도를 지닌다.",,71
[2슬03-01],초등 1~2학년군,슬기로운 생활,우리는 지금 어떻게 살아갈까,하루의 변화와 사람들이 하루를 살아가는 모습을 탐색한다.,"하루의 변화를 이해하고 하루 동안 사람들의 생활 모습을 탐색하며, 나의 하루와 비교하여 같은 시각 사람들은 무엇을 하고 있을지 구체적으로 예측한다.","하루의 변화를 알고 하루 동안 사람들의 생활 모습을 탐색하며, 같은 시각 사람들은 무엇을 하고 있을지 예측한다.",하루의 변화를 알고 하루 동안 사람들의 생활 모습을 살펴보며 같은 시각 사람들은 무엇을 하고 있을지 관심을 가진다.,,72
[2슬03-02],초등 1~2학년군,슬기로운 생활,우리는 지금 어떻게 살아갈까,계절과 생활의 관계를 탐구한다.,"계절의 변화에 따라 영향을 받는 생활 모습을 자료(그림이나 표 등)로 파악하고, 기초적인 탐구과정에 따라 계절의 변화에 영향을 받는 사람들의 생활 모습을 탐구한다.","계절의 변화에 따라 영향을 받는 생활 모습을 알고, 계절의 변화에 따른 사람들의 생활 모습을 조사한다.","계절의 변화에 따라 영향을 받는 생활 모습을 알고, 계절별 사람들의 생활 모습을 살펴본다.",,72
[2슬03-03],초등 1~2학년군,슬기로운 생활,우리는 지금 어떻게 살아갈까,관심 있는 대상의 과거와 현재를 살펴보고 미래를 상상한다.,"내가 관심을 갖는 대상의 특징을 이해하고, 이 대상이 과거부터 현재까지 어떻게 변화해왔는지를 탐구하며, 이를 바탕으로 미래에는 어떻게 변화할지 상상한다.","내가 관심을 가진 대상이 과거부터 현재까지 변화해온 모습을 살펴보며, 미래에는 어떻게 달라질지 상상한다.","내가 관심을 가진 대상의 과거와 현재의 모습을 살펴보며, 미래의 모습에 관심을 가진다.",,72
[2슬03-04],초등 1~2학년군,슬기로운 생활,우리는 지금 어떻게 살아갈까,우리의 생활과 관련된 지속가능성의 다양한 사례를 찾고 탐색한다.,"우리 생활과 관련된 지속가능성의 사례를 찾아 삶과 연관지어 파악하고, 지속가능한 삶을 위해 내가 할 수 있는 일을 다양하게 탐색한다.","우리 생활과 관련된 지속가능성의 사례를 파악하고, 지속가능한 삶을 위해 내가 할 수 있는 일을 탐색한다.","우리 생활과 관련된 지속가능성의 사례를 알고, 지속가능한 삶을 위해 내가 할 수 있는 일을 떠올린다.",,72
